normalised_synonym	normalised_id
hereditary thrombophilia	MONDO:0100240
thrombophilia, hereditary	MONDO:0100240
hereditary thrombocytopenia	MONDO:0100241
glioma, susceptibility to	MONDO:0100242
glioma, susceptibility	MONDO:0100242
marchiafava-micheli disease	MONDO:0100244
hereditary paroxysmal nocturnal hemoglobinuria	MONDO:0100244
pnh	MONDO:0100244
inherited paroxysmal nocturnal hemoglobinuria	MONDO:0100244
paroxysmal hemoglobinuria	MONDO:0100244
acquired paroxysmal nocturnal hemoglobinuria	MONDO:0100244
46,xx testicular differences of sex development	MONDO:0100249
de la chapelle syndrome	MONDO:0100249
46,xx testicular disorders of sex development	MONDO:0100249
xx, male syndrome	MONDO:0100249
46,xx testicular disorder of sex development	MONDO:0100249
46,xx testicular dsd	MONDO:0100249
46,xx sex reversal 1	MONDO:0100250
46,xx gonadal dysgenesis, complete, sry-positive	MONDO:0100250
46xx sex reversal 1, x-linked dominant	MONDO:0100250
srxx1	MONDO:0100250
46,xx sex reversal, sry-positive	MONDO:0100250
46,xx sex reversal type 1	MONDO:0100250
phocomelia-pseudothalidomide syndrome	MONDO:0100253
sc phocomelia syndrome	MONDO:0100253
roberts syndrome/sc phocomelia	MONDO:0100253
long bone deficiencies associated with cleft lip-palate	MONDO:0100253
tetraphocomelia-cleft palate syndrome	MONDO:0100253
roberts syndrome	MONDO:0100253
appelt-gerken-lenz syndrome	MONDO:0100253
hypomelia hypotrichosis facial hemangioma syndrome	MONDO:0100253
roberts-sc phocomelia syndrome	MONDO:0100253
roberts tetraphocomelia syndrome	MONDO:0100253
pseudothalidomide syndrome	MONDO:0100253
esco2 spectrum disorder	MONDO:0100253
rbs	MONDO:0100253
adk hypermethioninemia	MONDO:0100255
autosomal recessive mental retardation 8	MONDO:0100255
adenosine kinase deficiency	MONDO:0100255
mrt8	MONDO:0100255
autosomal recessive intellectual disability 8	MONDO:0100255
adk deficiency	MONDO:0100255
hypermethioninemia encephalopathy due to adk deficiency	MONDO:0100255
hypermethioninemia encephalopathy due to adenosine kinase deficiency	MONDO:0100255
hypermethioninemia due to adenosine kinase deficiency	MONDO:0100255
peroxisomal single enzyme/protein defect	MONDO:0100257
phytanoyl-coa hydroxylase deficiency	MONDO:0100258
phyh deficiency	MONDO:0100258
phyh related disorder of peroxisomal alpha oxidation	MONDO:0100258
peroxisome biogenesis disorder due to pex1 defect	MONDO:0100259
pex1 related zellweger spectrum disorder	MONDO:0100259
pex2 related zellweger spectrum disorder	MONDO:0100260
peroxisome biogenesis disorder due to pex2 defect	MONDO:0100260
pex3 related zellweger spectrum disorder	MONDO:0100261
peroxisome biogenesis disorder due to pex3 defect	MONDO:0100261
pex5 related zellweger spectrum disorder	MONDO:0100262
peroxisome biogenesis disorder due to pex5 defect	MONDO:0100262
peroxisome biogenesis disorder due to pex6 defect	MONDO:0100263
pex6 related zellweger spectrum disorder	MONDO:0100263
peroxisome biogenesis disorder due to pex10 defect	MONDO:0100264
pex10 related zellweger spectrum disorder	MONDO:0100264
peroxisome biogenesis disorder due to pex5 defect in the pex7-binding domain	MONDO:0100265
pex12 related zellweger spectrum disorder	MONDO:0100266
peroxisome biogenesis disorder due to pex12 defect	MONDO:0100266
pex13 related zellweger spectrum disorder	MONDO:0100267
peroxisome biogenesis disorder due to pex13 defect	MONDO:0100267
pex14 related zellweger spectrum disorder	MONDO:0100268
peroxisome biogenesis disorder due to pex14 defect	MONDO:0100268
peroxisome biogenesis disorder due to pex16 defect	MONDO:0100269
pex16 related zellweger spectrum disorder	MONDO:0100269
peroxisome biogenesis disorder due to pex19 defect	MONDO:0100270
pex19 related zellweger spectrum disorder	MONDO:0100270
pex26 related zellweger spectrum disorder	MONDO:0100271
peroxisome biogenesis disorder due to pex26 defect	MONDO:0100271
pex7 related peroxisome biogenesis disorder	MONDO:0100272
glyceronephosphate o-acyltransferase deficiency	MONDO:0100273
gnpat deficiency	MONDO:0100273
alkylglycerone-phosphate synthase deficiency	MONDO:0100274
agps deficiency	MONDO:0100274
far1 defect	MONDO:0100275
fatty acyl-coa reductase defects	MONDO:0100275
disorder of defective peroxisomal and mitochondrial fission	MONDO:0100276
peroxisome and mitochronrial fission disease	MONDO:0100276
disorder of peroxisomal alpha oxidation	MONDO:0100277
alanine glyoxylate aminotransferase deficiency	MONDO:0100278
agxt deficiency	MONDO:0100278
agxt defect	MONDO:0100278
pex11b related peroxisome biogenesis disorder	MONDO:0100279
peroxisome biogenesis disorder due to pex11b defect	MONDO:0100279
overgrowth syndrome and/or cerebral malformations due to abnormalities in mtor pathway genes	MONDO:0100283
x-linked intellectual disability	MONDO:0100284
rsv bronchiolitis	MONDO:0100286
enhanced s-cone syndrome	MONDO:0100288
retinoschisis with early nyctalopia	MONDO:0100289
early t-cell precursor acute lymphoblastic leukaemia	MONDO:0100291
etp all	MONDO:0100291
etp-all	MONDO:0100291
early t-cell precursor lymphoblastic leukemia	MONDO:0100291
early t-cell precursor acute lymphoblastic leukemia	MONDO:0100291
early t acute lymphoblastic leukaemia	MONDO:0100291
early t-cell precursor lymphoblastic leukaemia	MONDO:0100291
early t acute lymphoblastic leukemia	MONDO:0100291
mitochondrial complex ii deficiency, nuclear type 1	MONDO:0100294
mitochondrial complex ii deficiency	MONDO:0100294
isolated mitochondrial respiratory chain complex ii deficiency	MONDO:0100294
isolated succinate-ubiquinone reductase deficiency	MONDO:0100294
isolated succinate-coq reductase deficiency	MONDO:0100294
isolated succinate-coenzyme q reductase deficiency	MONDO:0100294
palmoplantar keratoderma, mutilating, with periorificial keratotic plaques 1	MONDO:0100296
ladd1	MONDO:0100302
lacrimoauriculodentodigital syndrome 1	MONDO:0100302
disorder of defective peroxisome oxidative status	MONDO:0100306
ataxic disorder	MONDO:0100308
cerebellar hereditary ataxia	MONDO:0100310
hereditary cerebellar ataxia	MONDO:0100310
long qt syndrome 1	MONDO:0100316
long qt syndrome type 1	MONDO:0100316
lqt1	MONDO:0100316
ventricular fibrillation with prolonged qt interval	MONDO:0100316
non-zellweger spectrum disorder	MONDO:0100322
hereditary pseudohypoaldosteronism	MONDO:0100323
chondrodysplasia-dentinogenesis imperfecta-joint laxity syndrome	MONDO:0100325
goldblatt chondrodysplasia	MONDO:0100325
odcd	MONDO:0100325
goldblatt syndrome	MONDO:0100325
glanzmann thrombasthenia	MONDO:0100326
hypercholanemia, familial	MONDO:0100327
familial hypercholanemia	MONDO:0100327
latent infection	MONDO:0100330
sec61a1 deficiency	MONDO:0100337
friedreich's ataxia	MONDO:0100339
frda	MONDO:0100339
friedreich's ataxia	MONDO:0100339
friedreich's tabes	MONDO:0100339
friedreich ataxia	MONDO:0100339
fa	MONDO:0100339
malignant glioma	MONDO:0100342
malignant glial neoplasm	MONDO:0100342
malignant neuroglial neoplasm	MONDO:0100342
glial cell tumour	MONDO:0100342
malignant glial tumor	MONDO:0100342
malignant glial tumour	MONDO:0100342
glioma, malignant	MONDO:0100342
high grade glioma	MONDO:0100342
high-grade glioma	MONDO:0100342
malignant neuroglial tumour	MONDO:0100342
malignant neuroglial tumor	MONDO:0100342
glial cell tumor	MONDO:0100342
bartter syndrome, furosemide type	MONDO:0100343
bartter syndrome, furosemide-amiloride type	MONDO:0100343
hyperprostaglandin e syndrome	MONDO:0100343
barts1	MONDO:0100344
bartter syndrome type 1	MONDO:0100344
hyperprostaglandin e syndrome 1	MONDO:0100344
bartter syndrome type 1 antenatal	MONDO:0100344
hypokalemic alkalosis with hypercalciuria 1 antenatal	MONDO:0100344
bartter disease type 1	MONDO:0100344
bartter syndrome caused by mutation in slc12a1	MONDO:0100344
bartter syndrome, type 1	MONDO:0100344
slc12a1 bartter syndrome	MONDO:0100344
neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive	MONDO:0100348
nedmilg, ar	MONDO:0100348
distal spinal muscular atrophy type 5	MONDO:0100350
distal hmn v	MONDO:0100350
distal hereditary motor neuropathy type v	MONDO:0100350
episodic kinesigenic dyskinesia caused by mutation in prrt2	MONDO:0100352
episodic kinesigenic dyskinesia type 1	MONDO:0100352
episodic kinesigenic dyskinesia 1	MONDO:0100352
prrt2 episodic kinesigenic dyskinesia	MONDO:0100352
pxmd-prrt2	MONDO:0100352
hhv-7 infection	MONDO:0100353
herpesvirus-7 infectious disease	MONDO:0100353
berdon syndrome	MONDO:0100354
ectodermal dysplasia wnt10a related	MONDO:0100358
rpe65-related recessive retinopathy	MONDO:0100368
recessive rpe65 retinopathy	MONDO:0100368
acute hepatitis b	MONDO:0100370
disorder of peroxisomal transporter defect	MONDO:0100372
aml, inv(16)(p13.1q22)	MONDO:0100373
aml, inv(16)(p13.1q22.1)	MONDO:0100373
aml, inv(16)(p13.1;q22)	MONDO:0100373
aml, inv(16)(p13;q22)	MONDO:0100373
aml, inv(16)(p13.1;q22.1)	MONDO:0100373
aml, inv(16)(p13q22)	MONDO:0100373
aml, t(16;16)(p13;q22)	MONDO:0100374
aml, t(16;16)(p13.1;q22.1)	MONDO:0100374
aml, t(16;16)(p13.1q22.1)	MONDO:0100374
aml, t(16;16)(p13q22)	MONDO:0100374
aml, t(16;16)(p13.1;q22)	MONDO:0100374
aml, t(16;16)(p13.1q22)	MONDO:0100374
aml, t(15;17)(q22;q12)	MONDO:0100375
aml, t(15;17)(q22;q21)	MONDO:0100375
aml, t(15;17)(q24;q21)	MONDO:0100375
aml, t(9;11)(p22;q23)	MONDO:0100376
aml, t(9;11)(p21.3;q23.3)	MONDO:0100376
aml, t(10;11)(p12;q23)	MONDO:0100377
aml, t(10;11)(p11.2;q23)	MONDO:0100378
aml, t(1;11)(q21;q23)	MONDO:0100379
aml, t(4;11)(q21;q23)	MONDO:0100380
aml, t(4;11)(q21;q23.3)	MONDO:0100380
aml, t(6;11)(q27;q23.3)	MONDO:0100381
aml, t(6;11)(q27;q23)	MONDO:0100381
aml, t(6;9)(p22.3;q34.1)	MONDO:0100382
aml, t(6;9)(p22;q34)	MONDO:0100382
aml, t(6;9)(p23;q34.1)	MONDO:0100382
aml, t(6;9)(p23;q34)	MONDO:0100382
aml, t(11;19)(q23;p13)	MONDO:0100383
aml, t(11;19)(q23;p13.1)	MONDO:0100384
aml, t(11;19)(q23;p13.3)	MONDO:0100385
aml, t(11;19)(q23.3;p13.3)	MONDO:0100385
aml, t(v;11)(v;q23.3)	MONDO:0100386
aml, t(11;v)(q23.3;v)	MONDO:0100386
aml, t(v;11)(v;q23)	MONDO:0100386
aml, 11q23.3 translocation	MONDO:0100386
aml, t(v;11q23.3)	MONDO:0100386
aml, t(11;v)(q23;v)	MONDO:0100386
aml, monosomy 7	MONDO:0100387
aml, monosomy 5	MONDO:0100388
aml, tri8	MONDO:0100389
aml, trisomy 8	MONDO:0100389
aml, der(12p)	MONDO:0100390
aml, der12p	MONDO:0100390
aml, t(2;12)	MONDO:0100391
aml, t(11;17)	MONDO:0100392
aml, t(8;16)	MONDO:0100393
aml, t(1;22)	MONDO:0100394
aml, t(5;11)(q35;p15)	MONDO:0100395
aml, t(7;12)(q36;p13)	MONDO:0100396
aml, t(9;22)(q34;q11)	MONDO:0100397
aml, t(9;22)(q34;q11.2)	MONDO:0100397
aml, t(9;22)(q34.1;q11.2)	MONDO:0100397
aml, inv(3)(q21q26.2)	MONDO:0100398
aml, inv(3)(q21.3q26.2)	MONDO:0100398
aml, inv(3)(q21.3;q26.2)	MONDO:0100398
aml, t(3;3)(q21.3;q26.2)	MONDO:0100399
aml, t(3;3)(q21;q26.2)	MONDO:0100399
aml, t(3;3)(q21.3q26.2)	MONDO:0100399
aml, t(3;3)(q26;q21)	MONDO:0100399
aml, t(3;12)(q23;p12.3)	MONDO:0100400
aml, del(5)(q31q32)	MONDO:0100401
aml, del(5)(q31-q32)	MONDO:0100401
aml, del(5q31-q32)	MONDO:0100401
aml, 5q31-32 deletion	MONDO:0100401
aml, 13q14-q21 deletion	MONDO:0100402
aml, del(13q)(13q14-21)	MONDO:0100402
aml, del(13)(q14-q21)	MONDO:0100402
aml, del(13q14-q21)	MONDO:0100402
aml, del(13)(q14q21)	MONDO:0100402
aml, del(17p)	MONDO:0100403
aml, loss of chromosome 17p	MONDO:0100403
aml, lysine methyltransferase 2a gene rearrangement	MONDO:0100404
aml, myeloid/lymphoid leukemia gene rearrangement	MONDO:0100404
aml, kmt2a rearrangement	MONDO:0100404
aml, lysine (k)-specific methyltransferase 2a gene rearrangement	MONDO:0100404
aml, myeloid/lymphoid leukaemia gene rearrangement	MONDO:0100404
aml, mll gene rearrangement	MONDO:0100404
aml, myeloid/lymphoid or mixed lineage leukemia gene rearrangement	MONDO:0100404
aml, kmt2a gene rearrangement	MONDO:0100404
aml, mll rearrangement	MONDO:0100404
aml, mixed lineage leukemia gene rearrangement	MONDO:0100404
aml, myeloid/lymphoid or mixed lineage leukaemia gene rearrangement	MONDO:0100404
aml, myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, drosophila) gene rearrangement	MONDO:0100404
aml, mixed lineage leukaemia gene rearrangement	MONDO:0100404
aml, myeloid/lymphoid or mixed-lineage leukaemia (trithorax homolog, drosophila) gene rearrangement	MONDO:0100404
aml, non-mll mllt10 rearrangement	MONDO:0100405
aml, non-mll mllt10 rearrangement positive	MONDO:0100405
aml, non-kmt2a mllt10 rearrangement positive	MONDO:0100405
aml, non-kmt2a mllt10 rearrangement	MONDO:0100405
aml, inv(16)(p13q24)	MONDO:0100406
aml, inv(16)(p13.3q24.3)	MONDO:0100406
aml, inv(16)(p13;q24)	MONDO:0100406
aml, inv(16)(p13.3;q24.3)	MONDO:0100406
aml, t(11;15)(p15;q35)	MONDO:0100407
aml, t(16;21)(q24;q22)	MONDO:0100408
aml, t(3;5)(q25;q34)	MONDO:0100409
aml, t(16;21)(p11;q22)	MONDO:0100410
aml, t(16;21)(p11.2;q22.2)	MONDO:0100410
aml, ccaat/enhancer binding protein alpha monoallelic gene mutation	MONDO:0100412
aml, cebpa monoallelic gene mutation	MONDO:0100412
aml, monoallelic cebpa gene mutation	MONDO:0100412
aml, cebp monoallelic gene mutation	MONDO:0100412
aml, c/ebp-alpha monoallelic gene mutation	MONDO:0100412
aml, cebpa monoallelic mutation	MONDO:0100412
aml, ccaat enhancer binding protein alpha monoallelic gene mutation	MONDO:0100412
aml, ccaat/enhancer binding protein, alpha monoallelic gene mutation	MONDO:0100412
aml, mocebpa	MONDO:0100412
aml, c/ebpalpha monoallelic gene mutation	MONDO:0100412
aml, cebpa biallelic gene mutation	MONDO:0100413
aml, bicebpa	MONDO:0100413
aml, c/ebp-alpha biallelic gene mutation	MONDO:0100413
aml, ccaat enhancer binding protein alpha biallelic gene mutation	MONDO:0100413
aml, ccaat/enhancer binding protein, alpha biallelic gene mutation	MONDO:0100413
aml, ccaat/enhancer binding protein alpha biallelic gene mutation	MONDO:0100413
aml, biallelic cebpa gene mutation	MONDO:0100413
aml, c/ebpalpha biallelic gene mutation	MONDO:0100413
aml, cebpa biallelic mutation	MONDO:0100413
aml, cebp biallelic gene mutation	MONDO:0100413
aml, c/ebp-alpha gene mutation	MONDO:0100414
aml, cebpa mutation	MONDO:0100414
aml, ccaat enhancer binding protein alpha gene mutation	MONDO:0100414
aml, ccaat/enhancer binding protein, alpha gene mutation	MONDO:0100414
aml, cebpa gene mutation	MONDO:0100414
aml, c/ebpalpha mutation	MONDO:0100414
aml, cebp gene mutation	MONDO:0100414
aml, activating flt3-itd gene mutation	MONDO:0100415
aml, flt3 internal tandem duplication	MONDO:0100415
aml, activating flt3-itd mutation	MONDO:0100415
aml, flt3-itd	MONDO:0100415
aml, flt3 itd	MONDO:0100415
aml, flt3-itd mutation	MONDO:0100415
aml, flt3/itd mutation	MONDO:0100415
aml, flt3-itd activating mutation	MONDO:0100415
aml, flt3 tyrosine kinase domain point mutation	MONDO:0100416
aml, flt3/tkd point mutation	MONDO:0100416
aml, flt3-tkd point mutation	MONDO:0100416
aml, wt33 gene mutation	MONDO:0100417
aml, wilms tumor 1 gene mutation	MONDO:0100417
aml, wilms tumour 1 gene mutation	MONDO:0100417
aml, wt1 gene mutation	MONDO:0100417
aml, gud gene mutation	MONDO:0100417
aml, wt1 mutation	MONDO:0100417
aml, wit-2 gene mutation	MONDO:0100417
aml, wagr gene mutation	MONDO:0100417
aml, kit exon 17 mutation	MONDO:0100418
aml, kit proto-oncogene tyrosine protein kinase gene exon 17 mutation	MONDO:0100418
aml, c-kit exon 17 mutation	MONDO:0100418
aml, v-kit hardy-zuckerman 4 feline sarcoma viral oncogene homolog gene exon 17 mutation	MONDO:0100418
aml, cd117 exon 17 mutation	MONDO:0100418
aml, v-kit hardy-zuckerman 4 feline sarcoma viral oncogene homolog gene exon 8 mutation	MONDO:0100419
aml, c-kit exon 8 mutation	MONDO:0100419
aml, cd117 exon 8 mutation	MONDO:0100419
aml, kit proto-oncogene tyrosine protein kinase gene exon 8 mutation	MONDO:0100419
aml, kit exon 8 mutation	MONDO:0100419
aml, v-kit hardy-zuckerman 4 feline sarcoma viral oncogene homolog gene mutation	MONDO:0100420
aml, c-kit gene mutation	MONDO:0100420
aml, kit proto-oncogene tyrosine protein kinase gene mutation	MONDO:0100420
